Listing_id,Review_id,Date,Reviewer_name,Comments
54105517,8.76E+17,2023/4/23,Kenneth,"Place was nice, but it is in the city and you have to expect city living and city noise,  restaurant was great."
51230498,4.96E+17,2021/11/15,Benjamin,"always a safe choice with sonya she’s a great host very clear with check in and checkout instructions, and is very accommodating when it comes to dates and times"
46894493,8.54E+17,2023/3/24,Josh,Dan’s house was a perfect place for us to stay.  It was cozy and comfortable. It looks like it was recently renovated and the work was done very professionally.  We’d love to stay again!
24655782,8.05E+17,2023/1/15,Jessica,Highly recommended! Cozy apartment. Very walkable and close to lots of restaurants.
40828178,642318191,2020/7/25,Elizabeth,"What a wonderful place to stay! Lloyd’s place is so charming and very comfortable. He helps you know just what to expect, and was so helpful with everything we needed. We would stay here again in a heartbeat."
6623339,235429052,2018/2/16,Xavier,The apartment is large and comfortable. It is well located with nice bars and restaurants within walking distance.  I would return. 
7.74E+17,8.87E+17,2023/5/8,Olawale,"The place was just what was needed for my stay in Albany. The apartment itself was neat and tidy but the surroundings around the building could be kept neater (yard with overgrown grass). Neighborhood was safe and I did not have any issues. Check-in was easy, Rodney was quick to respond."
10768745,576138403,2019/12/12,Jason,Cl
50211226,5.72E+17,2022/2/28,Tina,"Lovely place! Immaculate, comfortable, convenient! Will definitely stay here again!"
14989805,4.96E+17,2021/11/14,Anna,"We really enjoyed our stay at Peter’s place, which was clean, modern, and welcoming. Peter responded quickly to our booking request and messages, and the self check in made our stay seamless and easy. We highly recommend Peter and  his place!"
32993402,740029227,2021/3/18,Md,It was good better then what I expected.
20633175,497531742,2019/7/28,Adam,James' place was cozy and amazing. James himself is awesome as is his little slice of Albany. I will be returning... and I would suggest anyone who wants to visit Albany to check out James' listing first.
7.44E+17,7.92E+17,2022/12/28,Kyle,"Excellent stay, but some issues with check in and I had to wait."
10768745,6.15E+17,2022/4/27,Melvin,I have stayed here before.  Elizabeth is a great communicator and the house is perfect for a quiet overnight stay.  Will definitely be back again!
44265426,765664763,2021/6/2,Alexander,The location was very tidy and nice. The location is a winner. There were some issues with noise and cleaning (loud altercations upstairs that interrupted my sleep and the towels were not cleaned). I raised these concerns with Lloyd and he promised to follow up and address them.
24655782,622578034,2020/4/17,Tamar Rivkah,16 things we loved about it:<br/><br/><br/>1. Infrared Sauna<br/>2. Rosemary Hand Soap (Meyer’s) <br/>3. Clean Apartment <br/>4. Q Tips<br/>5. Floss Picks<br/>6. Hair Conditioner<br/>7. Netflix <br/>8. Toilet Paper<br/>9. Paper Towel<br/>10. Herbal Tea Bags<br/>11. Fridge<br/>12. Adjustable Heat<br/>13. Washer/Dryer<br/>14. Ceiling Light Fixture<br/>15. Albany Book<br/>16. ‘Live Love Bark�?Poster
28722270,4.00E+17,2021/7/5,Jenifer,Cute place. Loads of character in an historic building. Easy to find off freeway. We were 3 floors up. :-( Earl was great. Not great area for site seeing if you want to walk. Good value.
28722270,446501213,2019/5/1,Laura,"Cool space, close to some excellent Italian restaurants. Great value - tons of space in the loft for a reasonable rate. Bathroom was a good size and the rain shower head was relaxing. If you plan to do a lot of walking around the neighborhood, understand that there is a lot of foot traffic and car traffic at night. Nice to have a place with parking in the rear. Highly recommend this place for the value and communication with the host!"
14316232,169745076,2017/7/13,Jeff,I was thrilled with the location and value and would definitely come back.  The house dog Bella is super friendly and really made it for me!  The wifi was super fast (their 30 MB vastly outperformed Verizon Fios 100 MB at my other house) and I really enjoyed the speed of Netflix and other options available on all the TV's.  
13083497,715743820,2020/12/15,Ryan,Very clean large comfortable  peaceful yet convenient location<br/>Thoughtful & prompt host
28722270,516615322,2019/8/24,Scott,"Nice spot to stay, good honest feel of the city"
22431640,8.60E+17,2023/4/1,Daniel,one of the best places I've stayed thanks Jake
26808765,481873784,2019/7/5,Ilene,In a great location.  Very private space. Everything in the city within walking distance. Loved the large living room. Wished we could’ve stayed there more than one night. We would definitely stay here again.
28868857,454110294,2019/5/17,Priya,Very communicative. Very helpful
44180048,8.00E+17,2023/1/8,Jonathan,"Great place, great location."
33558235,594008319,2020/1/17,Eric,"Earl's place was exactly what we needed, central, clean, and comfortable beds!"
6.10E+17,8.15E+17,2023/1/29,Allison,"Very cute apartment, just as pictured! Extremely close walk to some of the best food in the Albany area. Reyana was always very quick to respond, friendly and helpful! 10/10 would recommend booking here!"
8035768,497390014,2019/7/28,Sumair,"Beautiful and comfortable, you won’t be disappointed."
11253948,437353746,2019/4/14,Conor,Good job all the way across the board!
38321579,4.78E+17,2021/10/21,Julio,Diana is an amazing person.
9005989,473932459,2019/6/22,Linda,Overall nice place. Excellent kitchen.  People with bad knees or balance problems should be careful as entrance has 4 steep steps with no handrail.
25549565,333041978,2018/10/6,Valery,Janet’s place was exactly as described!
54128829,6.13E+17,2022/4/25,Larry,The host was extremely kind and accommodating. Out of all the homes I've stayed at this has been the best experience. The home is extremely clean and they also stock the refrigerator with refreshments for you to use. It's close to places to eatz a park and the highway! I could go on and on! Richard is the best host thus far
20519807,584741054,2019/12/30,Amy,"Michael and Flerida’s space is wonderful. They have literally thought of everything for their guests. The home is clean, welcoming, and cozy. I had everything I needed while I was there for my stay, even access to a washer and dryer at no extra cost! The guests who were there during my stay were amazing, and we all got along so well. The only thing I had trouble with was leaving; I didn’t want to go! :) <br/>Thanks Michael and Flerida! You are exceptional hosts! Hope you have a Happy New Year!"
35914565,5.44E+17,2022/1/20,Joshua,"Amazing place, great stay, and great host! She dealt with my concerns expeditiously and cordially. Would highly recommend!"
33558235,655490718,2020/8/23,Joseph,"Earl's place was of great value, clean and tidy. Our party was a group of 4 (2 couples) and had no problem sharing each of the two bedrooms. The place had everything we needed. Would recommend to anyone stopping by in Albany."
11639446,4.00E+17,2021/7/5,Jose,Great place to stay
22398196,401025720,2019/1/13,Subhash,Place is very good and clean.
28868857,7.35E+17,2022/10/11,Maciel A.,The place was great. Easy parking plus checking in was super fast. Great location near everything u can possibly do in Albany
33558235,5.00E+17,2021/11/20,Matia,very clean place and Earl was very helpful when we needed his help. the place accommodated me and my friends very well from hanging out to sleeping. We all enjoyed it so much!
1489424,587709881,2020/1/3,Kelly,The host canceled this reservation 7 days before arrival. This is an automated posting.
16531782,7.11E+17,2022/9/7,Kyle,"Really worth the price, has everything you need. Peaceful area and comfy bed mimimimimimi"
32993402,711127102,2020/11/24,Jacob,Nice place a a few nights rest
6.23E+17,8.55E+17,2023/3/25,Trevor,"Easy to find, comfortable and had everything we needed! Was the perfect place to stay!"
33558235,6.40E+17,2022/6/1,Mark,Apartment was as described. Host was communicative. Within sight of the Greyhound bus terminal = very convenient.
24655782,340019432,2018/10/22,Chris,"Jake's place was a nice retreat for our brief stay in Albany. The side street parking was very convenient, the back yard was nice and felt secluded, and we found a great coffee shop and restaurant less than a mile away."
54128829,6.43E+17,2022/6/5,Tina,"Beautiful, clean and extremely comfortable home within the heart of Albany! Communications with Richard and Priscela were excellent. The kitchen and bathrooms were well stocked and a basket filled with a variety of snacks was available for us to snack on. Parking was a bit tricky as our car was a bit too large for the garage, but we were persistent and found street parking just half a block from the home. The beds and linens were over the top comfortable! And a big plus was watching a mommy cat and her four little kittens playing in the back garden while we had our morning coffee! Great way to start the day! I’d stay here again in a New York minute! Highly recommend!"
52863776,5.67E+17,2022/2/21,Angelina,Lloyd was a great host and very responsive. It was a nice cozy place for our weekend getaway.
47902629,5.12E+17,2021/12/6,Nicole,"We had a great extended stay! The apartment is beautiful and comfortable. David was very accommodating and responsive. The neighborhood was quiet, and we could easily walk to restaurants and the market."
5.47E+17,6.89E+17,2022/8/8,Jean,"This Airbnb is gorgeous, spacious, and comfortable.  We loved the furnishings and decor style.  Marlene couldn't have been more responsive and welcoming."
9501054,215595997,2017/11/30,Arminder,Gregg was a great host. He responds quickly and professionally. Check in was very easy. The room was clean and had everything I needed. I would stay here again if I was ever in need of a place in Albany.
28519423,6.67E+17,2022/7/8,Nicole,Staying at Share’s home was lovely. It was very clean and cozy and communication with Share was easy. I would recommend to anyone looking for a place to stay!
22398196,7.14E+17,2022/9/11,Vanessa,My second time staying here . Very clean. Easy self check in . Close to major hospitals. Plenty of parking . Will be back.
52359404,5.30E+17,2022/1/1,Avery,Great location! In a rural neighborhood and about 15-20 minutes away from most things. Iris was very attentive and accommodating!
3820211,545549563,2019/10/12,Lauren,Super cute place! Clean and comfortable. The experience was easy and stress free. I would definitely recommend!
12284708,239413766,2018/3/1,Gabriel,Location is about 15 min by public bus (frequency about every 20 min) to downtown or 30-40 min walk. It's located in the suburbs.<br/><br/>Check in was smooth with a combination lock on the door although I didn't get to meet Nicholas.<br/><br/>They had a nice folder of necessary information and the room was tidy and clean. It's three rooms upstairs for guests and they live downstairs. The bathroom is also downstairs. The bed mattress quality was a bit soft for my taste but they had a smart tv and excellent wifi. Nicholas was also gracious in allowing me to use the washing machine so I was very grateful doe that.
3820211,526124449,2019/9/8,Adrienne,Super clean and tidy apartment with a spacious kitchen and bathroom! Nice location close to restaurants and cafes on Lark Street and a large grocery store a few minutes' walk away. Very handy to have free parking on premises as well. Great place!
28722270,441198925,2019/4/21,Alan,"This is a lovely little quiet space right by the centre of Albany. The loft has everything you need with lots of nice touches, and Earl is extremely helpful and accommodating."
29605579,3.88E+17,2021/6/19,Luke,A fantastic place to stay. Very clean and comfortable in a great location. Highly recommend.
38321579,7.12E+17,2022/9/9,Brittany,"fantastic stay!  The bed was comfortable, the house was a perfect temperature, street parking, and the neighborhood was  quiet. Diana and Finn (the cat) are very welcoming and accommodating. check in was smooth and easy. would recommend this stay."
28868857,4.82E+17,2021/10/26,Andrew,great place. exactly as advertised. not too far from fun things to do in the city and in a pretty decent neighborhood. very clean and quiet. highly recommend.
25549565,6.72E+17,2022/7/15,Mykayla,"nice and quiet location, a lot to offer around the area as far as restaurants! cute little community"
50171851,6.46E+17,2022/6/9,Deborah,We came to the Albany area for a family funeral. This beautiful apartment was the refuge we needed after long days. The hosts were gracious and we hope to return!
8915877,193210951,2017/9/12,Patrick,I enjoyed my visit at Molly's place. The apartment was more spacious than I expected. The location was convenient to everything and just what I needed for my overnight stay. Molly was very helpful in navigating the check-in process and I would definitely recommend her place to others.
44180048,6.16E+17,2022/4/29,Amanda,"Great stay! Very lovely, clean place in a historic building."
35793179,6.67E+17,2022/7/8,Christina,"Top-notch! Cozy and clean with congenial hosts. Wonderful mattress, great TV, easy to find, a memorable time. And Cody is a cutie pie!"
25549565,5.38E+17,2022/1/11,Massimo,You can't get a better location in Albany!  Place was clean and cozy and Janet was very helpful.
25549565,770799009,2021/6/15,Fred,This was a great place to stay; quiet and cozy. Check in was easy and we were able to readily contact the owners while there. We will look to stay again the next time we're in Albany.
42009788,8.91E+17,2023/5/14,Liza,Elizabeth is a very amazing host! Quick response and friendly. Her Aprtment is close to downtown and restaurant. I really enjoy my stay there!
51960331,4.96E+17,2021/11/14,Salome,"Great place to stay near the downtown area of Albany. Marlene was a great host. She was very thoughtful in providing all the things that one would need for a short stay such as toiletries. There's a coffee maker in the unit and an assortment of teas.  I was also provided with a card for a complimentary pizza and beer at Cafe Capriccio. By the way, the other dishes there are great too. I had a delicious chocolate cake for dessert. I look forward to coming back next year."
48052353,8.10E+17,2023/1/22,Cindy,Scott was a great host and the place was exactly what we needed for our very short stay.
34330970,554592942,2019/10/26,Ken,"Great place in a unique building. Very close to downtown venues. We walked to the Egg in less than 15 min. Nice accommodation, quick communication, includes parking, easy in and out. Thanks so much!"
36443605,6.43E+17,2022/6/6,Elexis,Great and clean place
47943571,7.73E+17,2022/12/2,Mariana,"A little gem in downtown Albany. The spot was more spacious than we expected, spotless and set up for our needs. It was quiet all day and night and next to a very cute cafe as well as surrounded by impressive landmarks. Dillon went above and beyond as a host. I would recommend this place without hesitation."
7.88E+17,8.36E+17,2023/2/26,Peter,Good deal
22431640,598999888,2020/1/28,Margaret,I would reccomend this host and would definitely stay here again. The place was located close to everything and within walking distance of my family members which made things super convenient. The host was very flexible with my stay once I discovered that I needed to extend my stay.
22431640,6.89E+17,2022/8/8,Samantha,"Loved the space. Spacious 1 bedroom, was great for myself my kid and my chihuahua. <br/>Loved having the washer/dryer available unfortunately didn’t try the sauna because it was around the back of the house and I didn’t feel comfortable going alone. Otherwise, great weekend getaway :)"
52241973,7.17E+17,2022/9/16,Amy,"Jason was a great host, very responsive and the place was very clean! For the price outstanding stay in Albany! Also good restaurants near by."
20633175,5.63E+17,2022/2/15,Melissa,Beautiful placeto stay. I would go back without hesitation
7.86E+17,8.57E+17,2023/3/28,Gary,We really enjoyed our stay here. We will be coming back to Albany and will certainly rent this again if it is available.
6623339,56437760,2015/12/13,Christine,A very spacious and lean apartment in a vibrant neighborhood. Everything about the stay was great and Terra is a fantastic host.
5651579,537411218,2019/9/28,Nakia,"Ok stay a but outdated and smells like I stayed  at grandma and grandpa house,  no working refrigerator  so my groceries  had gotten spoiled and didn’t want to put in the effort into calling about problems due to a short stay but location is dead smack of downtown Albany I can rave about that"
44450012,759066058,2021/5/16,Bryant,"This is a must stay , perfect space. Beautiful home."
45529447,8.17E+17,2023/1/31,Maritza,Very clean location.
38873670,5.35E+17,2022/1/8,Matt,Great little apartment! Timely responses but no issues had during my stay!
47334913,733718348,2021/2/22,Nancy,"The stay was very cozy and warming, really enjoyed my time there it was very much so needed!! Definitely recommend this booking!"
48599533,6.64E+17,2022/7/5,Ramon,amazing little place with a great view of a castle (capitol building). loved loved and would stay here again.
45313545,8.46E+17,2023/3/12,Nataliya,The description is accurate. No surprises. In walking distance to Albany medical Center. We had no problems.
52359404,6.83E+17,2022/7/31,Matt,Wonderful time
38321579,555499182,2019/10/27,Kristine,"My stay at Diane’s house was my first AirBnB outing.  She is an experienced hostess and had everything set up perfectly. I was unsure about details and formalities, but everything went quite smoothly, which I appreciate."
40491172,8.52E+17,2023/3/20,Geoffrey,The place was clean and near plenty of food places and stores
53312101,7.54E+17,2022/11/6,Jes,The apartment is so spacious and comfy! The natural light from the large windows in the living room and bedroom is wonderful. Bed was comfortable and the shower pressure was great! Didn’t know there was a jacuzzi tub in the shower BONUS!
32993402,532660283,2019/9/20,Yufei,The apartment is so clean and quiet. The place is very close to downtown.
10768745,7.73E+17,2022/12/2,Ali,Great stay! Nice and quiet and attentive host!
33558235,470762953,2019/6/16,Jill,"Nice value, roomy and clean. Old building but in good shape. Earl is a super host!"
9005989,95653297,2016/8/20,Samantha,"Great location, especially if you want to be able to walk back after enjoying Lark Street nightlife. Exceptionally clean, nice finishes, great shower & soft towels, and the bed was super comfy! Everything you'd want in an Airbnb "
40491172,672647635,2020/10/9,Lynda,Great location and space in Albany.   We throughly enjoyed our week there and Allen was an awesome host to make sure we had all we needed to get the most out of our vacation.  We would absolutely return on our next trip to Albany.
39864828,7.39E+17,2022/10/16,Deepika,so clean and comfortable! amazing stay
50207226,5.57E+17,2022/2/7,Ashton,Amazing apartment and amazing host!
6623339,416409971,2019/2/24,Suzanne,a
53645427,6.69E+17,2022/7/11,Shakisha,"Will stay again , communication was great"
7.24E+17,8.30E+17,2023/2/19,Yushuo,"Nori's place is spacious, clean, and matches the photos in the posting. The host is easy to communicate with and responsive. Would 100% recommend."
10768745,639036805,2020/7/17,Lyle,"Elizabeth’s place was great! Very nice neighborhood, clean, comfortable and private. I will stay here again next time I’m in town!"
51230498,4.22E+17,2021/8/5,Victoria,Sonya’s place was perfect for my short stay and had all amenities! Self check-in was very easy. The space was thoughtfully designed and very clean. Communication was great and I would definitely stay here again.
28722270,673463788,2020/10/11,Thomas,"Lovely place, had a great stay"
28722270,632945838,2020/6/28,Larissa,"Place super clean, very cozy and quiet. The house is a short walk from bars, restaurants and coffee shop. It had everything we need and more, so is perfect for who is traveling and don’t want to carry much stuff. Also Earl was very thoughtful and made sure that we were having everything we needed. We loved it and definitely will look this place when we come back to the city."
44265426,4.65E+17,2021/10/3,Kevin,"A fantastic historical gem of an apartment in a great location. Short walk to Lark Street bars and restaurants, and Washington Park. Short drive to downtown locations."
25549565,457664470,2019/5/24,Pierre,"Communication parfaite. L'appartement est très bien placé, très propre et d'un calme rare. Rapport qualité prix exceptionnel"
20518708,479144238,2019/6/30,Caleb,"Michael and Flerida were both incredibly kind, accommodating hosts. Any concern we had was addressed within an hour.  The place was always clean and the room we had was very nice. Great for the long term stay that we had! Would definitely stay here again!"
6.83E+17,7.59E+17,2022/11/13,Joshua,Clean and comfortable.
32993402,715212652,2020/12/13,Kallie,Earl's place is in a convenient location & at the right price! I would stay here again.
34330970,522002517,2019/9/1,Jeannette,"The place was ok.  If you are looking for a 2 bedroom, this is not a true 2 bedroom, the 2nd bedroom is just a make shift room, with no door, nor privacy and has the bathroom in it, which means everyone has to go through the bedroom to use.  Area does not appear to be safe, although police station nearby.   Only one assigned parking all others must park in the street.  Diana was mostly quickly responsive.  Expect extra charge if you want to check in early. <br/>otherwise beds were comfy, and the place was spacious and surprising considering what the building and hallways look like."
50211226,5.88E+17,2022/3/21,Tina,This is probably my favorite air bnb in Albany - it is so cozy & comfortable.  Jake & Kate are fabulous hosts!
45024912,729537611,2021/2/7,Shoni,"Elsa's place was great for my one-night stay in the area. It was easy to get to from I-87, everything was very clean, kitchen had more than enough to cook a simple meal. I'd definitely stay here again when I'm back in the area."
5.93E+17,8.96E+17,2023/5/21,Seema,"Thomas and Justin were so welcoming, easy going, flexible, and professional. The room was absolutely spotless with just enough whimsy to make it super cozy and fun. This house has tons of personality! I would definitely stay here again and I have zero reservations in recommending this listing to anyone visiting this area."
25549565,5.49E+17,2022/1/26,Mike,"Very convenient, easy to access and warm and cozy for the cold Albany winters."
9005989,611624842,2020/2/27,Yiko,Good location
52619545,6.28E+17,2022/5/15,Colleen,"This place was amazing, from the neighborhood to the host herself. My stay was very pleasant and Diana did an amazing job continuously communicating with me to make sure everything went smoothly. The price was also extremely reasonable! If you are staying in Albany and are looking for a place, definitely choose this one. It is worth it."
16531782,7.95E+17,2023/1/1,Stephanie,Great apartment - loved the décor and all the amenities available!
21052414,5.59E+17,2022/2/10,Lisbette,Great stay
21752534,237118538,2018/2/21,Crystal,Allen was extremely accommodating and responsive. Shared some basics of walkable conveniences etc. the space is gorgeous and homey. I really enjoyed my time here.
45529316,7.40E+17,2022/10/17,Linda,Beautiful space. Very clean. Wonderful host. Exactly as described. Would absolutelyrecommend!
1489424,7.88E+17,2022/12/23,Camilo,"My family and I are very grateful with Efrat. He and his wife are very friendly. <br/><br/>Besides, the place is perfect to rest. It is big, comfortable and private. <br/><br/>We definitely recommend it!"
25549565,603031535,2020/2/8,Lauren,"Great location, very clean and the hosts left tips and some directions of places to visit nearby."
8.87E+17,8.95E+17,2023/5/19,Sainath,Gabriel was a great host.
24655782,455273622,2019/5/19,Cole,This was a perfect location very centrally located. We enjoyed our stay and would absolutely stay here again!!
25549565,532908571,2019/9/20,Jane,Janet's place is a cute space that is very clean and accommodating. Perfect for what I needed. Thanks Janet!
9005989,552476161,2019/10/21,Angela,"Sugey's place was perfect! Such a great location, clean and easy to access. Sugey was also extremely responsive - i'd definitely stay here again!"
30189794,651614094,2020/8/15,Miranda,Very clean and quiet location. Perfect for people rotating at the hospital.
21392315,422080976,2019/3/10,Sarah,Nice room with a great kitchen to cook in if you need to. Will consider this place again in the future.
25549565,4.53E+17,2021/9/16,Sam,It was well worth it and in a great location! Host was very accommodating and maintains the space beautifully. Hope to book again!
11253948,739689123,2021/3/16,Vlad,"Peter is a great host, very responsive, accommodating, and easy-going. He has a very beautiful home, newly remodeled, rare find and a great value. The beds, linens and furniture are very comfortable and stylish. The place is in a quiet spot yet walking distance to good restaurants and take out places & the CVS store. The kitchen is spacious and full with cooking supplies. Had a nice time staying with my 2 children and they did not want to leave the house and my son even ranked the place at ""34 on a scale of 10!"". Overall, a great experience, and would gladly stay again."
6.17E+17,8.56E+17,2023/3/26,Christopher,"location was great. right in the middle of lark st with plenty of things to do and places to eat or grab a drink. inside was beautiful, clean , spacious old school brownstone. i would definitely come stay here again. just 1 minor downside. all the crack heads/ homeless people heckling/ harrassing for money any time wether its 11 pm or 7 am they out here. overall very satisfied. good job brian"
34330970,6.49E+17,2022/6/14,Jenny,Great large apartment and wonderful communication
53483727,6.28E+17,2022/5/15,Erica,We enjoyed our stay at Brian’s place. It was clean and spacious. It’s decorated great and had everything our family was looking for to enjoy our son’s graduation together. Brian was quick to respond to any questions we had. We met the owners also who were super friendly and kind. I would recommend this place if you need to stay in the Albany area. It was minutes away from downtown Albany.
43736299,5.46E+17,2022/1/23,Kaila,Great place!  Clean and just what we needed. Thanks!
28400263,6.75E+17,2022/7/20,Charles,Very welcoming family and made everything available
47943571,6.02E+17,2022/4/10,Lisa,"5 star apartment. The pictures do not do it justice.  The apartment modern, super clean, with everything you need to feel at home. The special touches (toothbrush, mini creams and shampoo). The location was great. Across from the Hilton and couple of blocks from Renaissance where most business events are held. <br/>I can not say enough. Dillion is a great host and communicator. <br/>Super host!!! Thank you for a wonderful weekend stay"
7.57E+17,7.95E+17,2023/1/1,Josh,"Musab was a very friendly and responsive host. I was actually quite impressed. <br/>He is also a great conversationalist, so he was easy to talk to and connect with. <br/><br/>Overall, very great stay and would stay again if I were to visit Albany."
28868857,6.70E+17,2022/7/13,Tyhisha,The place was good close to bus station. The host was informative and very responsive. I would rent the place again.
51560588,7.06E+17,2022/8/31,Abigail,Lovely room in a great location!
11253948,6.04E+17,2022/4/13,Eric,"Great place, good location, clean and cozy."
48599533,5.17E+17,2021/12/13,Tina,Perfect stay as usual!
5.14E+17,8.48E+17,2023/3/15,Irina,lovely stay! easy access and smooth check in and out. high celinings and pretty little place!
7.36E+17,7.69E+17,2022/11/26,Shari,"I really loved my stay in Albany. We came for Thanksgiving weekend and we had everything we needed. The living room and kitchen is way bigger than it seemed on the pictures - mainly due to the high ceilings. <br/><br/>Everything was super accessible, with restaurants within walking distance.  I liked the area and would definitely stay here again! Thanks to the hosts!"
28722270,6.83E+17,2022/7/31,Sam,A fabulous space and perfect for traveling students like myself! Earl is responsive and very considerate. Highly recommend!
6.84E+17,8.14E+17,2023/1/28,Ashley,"MD’s place was in a great location, the host was very communicative, very spacious apartment! I would come back next time I stay in Albany!"
20519807,350029203,2018/11/18,Jamey,"I loved my stay here. The house is very clean, comes equipped with everything one could want, and is located in a great spot. Michael and Florida are fantastic hosts. Both are lovely people who are compassionate by nature. I will definitely stay here again if I'm ever in the area!"
53115382,6.48E+17,2022/6/12,Sandra,"Needs some work/changes to feel a bit more welcoming, but still a nice and cozy/safe neighborhood to stay in. We saw the Bathtub was dirty with spots on it when we wanted to use it. We had to clean it and water was a little brown when we washed off the soap. S-:<br/>other than that still a homie house."
22431640,4.07E+17,2021/7/15,Becky & Eric,"Great host who has put lots of care in setting up the space to feel as much like home as possible. Everything was clean and comfortable, plus the neighborhood was quiet. The host put together a great guide book, if you need it, and the apartment was stocked with coffee and had a Netflix subscription. You could easily stay here on an extended vacation and feel at home."
8915877,611272385,2020/2/26,Phil,"Great place, close to everything Molly was very helpful."
6.17E+17,8.25E+17,2023/2/11,Natalie,"Stayed here for the night to see a concert at Lark Hall and loved how close we were to the venue! Brian even let us check in a few minutes early when we asked, and we walked into a very neat and comfy apartment. The only downside was it was a bit chilly and we couldn't figure out how to turn on the heaters, but besides that, it was a great stay!"
3820211,30748739,2015/4/26,Aurelia,"Clean, comfortable and well located. "
21392315,5.85E+17,2022/3/18,Christopher,Clean and comfortable place to stay
6.34E+17,6.57E+17,2022/6/25,Keri,Lori’s place was perfect!! My family came into town and the 3 bedrooms were exactly what we were looking for. There is lots of living room space and she had everything we needed. The set up and decor of the house was beautiful too. Lori was easy to communicate with and let us check in earlier than listed. The location off Lark Street made accessing bars and restaurants simple! Would definitely plan on booking here again!
54128829,7.88E+17,2022/12/23,John,They were very kind to stock the house with coffee and snacks and refreshments. I liked it here and perhaps you will too.
51230498,7.18E+17,2022/9/17,Bex,This is my second time staying at Sonya's - I'm already booked for my third. :)
5651579,222751421,2017/12/30,Maggie,"Great, old city space with cozy vintage decor!"
5.14E+17,6.88E+17,2022/8/7,Brian,"We enjoyed our stay here. The apartment is clean and elegant. Shawn is a friendly guy and is willing to help with anything. Besides Lark St/Washington Park area, this neighborhood is one of the better ones that are this close to the city center."
11639446,4.11E+17,2021/7/20,Greig,"Staying at Adam’s place in Albany was very relaxing. I liked my room �?especially the desk where I could write and collect my thoughts. The shared kitchen and bathrooms were easy to access. I liked the old feel of the building. And Adam served me a fresh, organic breakfast every morning. The best! Tip: Check out the gigantic wall maps in the café."
10768745,573972461,2019/12/7,Kulton,"Red Flag🚩I wouldn’t stay here again if you paid me.🤢 host was very rude to me and my driver when we arrived. My partner and I were peeped on by her through her window, we were then asked to leave at 11pm and the host refused to issue a refund"
3820211,255466915,2018/4/20,John. (Bob),Great place in a great Albany location
6.31E+17,6.85E+17,2022/8/2,Najee,"Everything about this stay was perfect, from the expediency of the booking right down to the stay itself. Very good location. And perfect for the pets!"
5651579,605933318,2020/2/15,Alfredo,"Gregg’s place is great value.  You are walking distance to the Albany capital center and the state capital.  If you are in town for business and on a limited budget, this is the place.  I have stayed here several times over the years and could not be happier."
28868857,4.95E+17,2021/11/13,Eli,"Phenomenal, just phenomenal"
13711253,93628463,2016/8/13,Terrance,Adam is such a great host the room was great. Adam is very generous and has a lot of great positive energy.  I strongly recommend other people to stay with Adam you will love it.
12284708,75922899,2016/5/23,Mareen,"My trip to Albany was an overall success! Nick and Liz were super nice and made my stay very comfortable. My weekend was packed full with studying and nursing examinations; however, I was able to relax during breaks in their cozy home and environment. I also enjoyed their backyard and the fire pit very much. I was also able to walk everywhere, which saved me from renting a car. Nick and Liz were super nice, welcoming and even provided transportation during my stay. Thank you again guys"
6.83E+17,8.91E+17,2023/5/13,Jamie,"We had a great stay for our son's graduation from The College of St. Rose, the location of the unit was perfect.  Diana was very responsive and the listing was accurate.  We had no complaints, would definitely stay here again."
24606880,527769766,2019/9/11,Mazuba,A great place to stay in a quiet neighborhood. Catch an exhibition at the Opalka Gallery of Sage College or take a walk to the beautiful Washington Park
32993402,4.11E+17,2021/7/20,Katrina,"This is a great location close to the airport that had plenty of room for my mom, my husband and I and our three kids. It is in a somewhat rundown section of Albany but we felt safe and enjoyed exploring the neighborhood. We would definitely return the next time we fly into Albany!"
51960331,7.30E+17,2022/10/3,Kara,Loved it. And the food was great at the restaurant too!
6623339,210460949,2017/11/9,Ryan,"Location was Perfect for anything Albany, walking distance to hip bars, food spots, tattoo shops, anything you want to do. The space was comfortable and had an open floor plan. We loved the coded door entry, it made for a perfect check in and check out. The balcony was great for having a smoke. Bed was comfortable. Chalk board with Wi-Fi was a kool touch. Me and my wife were very happy with the accomadations and would come back again. Loved the brownstone exterior that seems to be a remodeled police station. Great place. Good communication. Awesome location."
39093517,735309201,2021/2/28,Aline,Great stay. Thank you!
25549565,5.11E+17,2021/12/5,Donna,"The location was perfect! Close to all sorts of shops, restaurants and downtown. The apartment was clean and just the right size for us. We arrived ahead of schedule from out of state and she allowed us to check in a little early, which was very much appreciated since we were exhausted!! We highly recommend booking your stay with Janet!"
48407173,8.33E+17,2023/2/23,Dominick,Great place to stay looks exactly as the photos ! Rodney is responsive and helpful 5 Stars ⭐️ !
33558235,4.12E+17,2021/7/22,Ella,"The place was very clean and comfortable, Earl was very easy to communicate with."
9005989,5.41E+17,2022/1/16,Heath,"Excellent location with a full kitchen. Great communication, would recommend."
44180048,3.89E+17,2021/6/20,Christian,"What a great place!  We had to drive all the way from Richmond, VA up to Stowe, VT so we decided to cut our trip in half and stay in Albany.  This night was worth it.  The place was amazing, great location, parking was a non issue.  Went to a great little restaurant to eat within walking distance.  Plenty of little touches as well.  Nice work Lloyd!  I would 100% stay here again."
48407173,8.07E+17,2023/1/18,Abbe Kane,"Great host. Very responsive to all my queries.  The place is very close to restaurant, as it is located in Lark st."
